Gene,Protein Length,Molecular Weight,Isoelectric Point,Hydrophobicity
dsdA,442,47900.01209999999,5.584169578552246,47.511312217194565
emrY,512,56000.4733,8.065526771545407,55.6640625
emrK,387,42552.869399999996,7.17793483734131,46.253229974160206
evgL,9,1029.2375,7.999059867858887,33.33333333333333
evgA,204,22689.9438,6.830591773986817,45.588235294117645
evgS,1197,134741.0644,5.794416999816894,46.365914786967416
yfdE,381,41670.2884,5.664312553405763,47.506561679790025
yfdV,314,33615.5647,9.061434364318849,62.42038216560509
oxc,564,60580.5359,5.6207170486450195,49.29078014184397
frc,416,45827.645399999994,5.355278968811036,46.394230769230774
yfdX,211,22976.9325,5.381595420837402,47.867298578199055
ypdI,91,10161.794899999999,8.889883995056152,50.54945054945055
yfdY,80,8873.7767,8.608801841735843,66.25
lpxP,306,35493.0174,9.84595012664795,50.0
ypdK,23,2672.3169,8.56148204803467,78.26086956521739
alaC,412,46215.674,7.709720420837402,50.970873786407765
pyrS,565,62624.66320000001,7.699489402770996,50.97345132743363
pyrR,244,28688.6582,5.521305656433104,48.77049180327869
ypdC,285,32355.150100000003,9.342452049255371,51.578947368421055
fryA,831,92128.91509999998,5.18157901763916,46.690734055354994
ypdE,345,37408.4549,5.172768974304198,46.666666666666664
ypdF,361,39623.454099999995,5.333566474914551,46.53739612188366
fryC,415,43965.9107,9.890497779846193,61.9277108433735
fryB,108,11735.1926,4.401520729064941,48.148148148148145
glk,321,34722.6705,6.061332893371582,49.532710280373834
yfeO,418,43573.10969999999,9.070137596130369,64.83253588516746
ypeC,108,13262.5235,10.114009666442868,37.03703703703704
mntH,412,44193.1331,9.815327644348145,60.679611650485434
ypeD,29,3426.9601999999995,5.977893257141113,48.275862068965516
nupC,400,43475.2328,8.50030155181885,60.0
insL3,370,40908.3273,8.768103218078615,47.02702702702703
pdeA,729,83523.2057,8.585013008117677,53.635116598079556
yfeC,114,12719.4542,9.44921169281006,42.10526315789473
yfeD,130,14909.980699999998,7.767753028869629,44.61538461538462
gltX,471,53815.1,5.593263816833496,44.161358811040344
xapR,294,33626.9549,8.732710075378417,53.06122448979592
xapB,418,46139.310399999995,8.55058689117432,61.72248803827751
xapA,277,29834.297000000002,6.062299156188964,50.54151624548736
yfeN,254,29232.848299999998,5.730018424987794,43.30708661417323
yfeR,308,33902.593,6.39583034515381,48.701298701298704
yfeH,332,36405.211800000005,9.533278465270996,59.93975903614458
ypeB,72,8414.943299999999,8.009761619567872,51.388888888888886
ligA,671,73605.1715,5.385517311096191,46.6467958271237
zipA,328,36474.8673,5.601505470275878,50.30487804878049
cysZ,253,29304.6436,9.53991870880127,64.03162055335969
cysK,323,34489.224200000004,5.829145622253418,45.82043343653251
ptsH,85,9119.259399999999,5.646067237854004,41.17647058823529
ptsI,575,63561.0983,4.775748634338378,46.78260869565217
crr,169,18250.8353,4.733574104309082,44.37869822485207
pdxK,283,30847.0162,5.141393852233886,50.17667844522968
yfeK,124,13731.7968,8.566252708435059,45.96774193548387
yfeS,244,28242.8585,4.9823015213012685,43.0327868852459
cysM,303,32631.737799999995,5.419165992736816,44.224422442244226
cysA,365,41058.3945,6.941143608093261,47.397260273972606
cysW,291,32537.190200000005,5.729165840148926,60.13745704467354
cysU,277,30291.4679,7.750417137145996,62.093862815884485
cysP,338,37614.085399999996,7.778062248229982,45.26627218934911
ucpA,263,27849.672499999997,5.125763130187988,47.52851711026616
murR,285,31191.392900000003,8.88395290374756,42.10526315789473
murQ,298,31219.584300000002,5.703986167907716,45.97315436241611
murP,474,49801.3459,8.644968605041505,58.64978902953587
yfeW,434,47751.81679999999,7.77059497833252,46.08294930875576
yfeX,299,33051.8755,5.336351585388183,43.47826086956522
yfeY,191,20897.3993,5.21301097869873,41.361256544502616
yfeZ,149,17168.2071,9.502527046203614,62.41610738255034
ypeA,141,16311.387200000001,4.834520149230956,45.39007092198582
amiA,289,31411.728300000002,10.098343849182129,42.21453287197232
hemF,299,34322.2093,5.946120262145995,46.48829431438127
eutR,350,40159.316600000006,6.346153068542479,45.714285714285715
eutK,166,17892.4221,6.83673038482666,50.602409638554214
eutL,219,22787.5937,4.749830055236816,56.16438356164384
eutC,295,31781.2506,6.366899299621582,46.779661016949156
eutB,453,49402.496999999996,4.789446830749512,46.13686534216336
intZ,402,45362.883299999994,9.967473030090332,50.0
yffL,213,25142.9297,8.512357139587401,34.27230046948357
yffM,81,9173.6826,6.877938652038575,41.9753086419753
yffN,122,13777.651399999999,4.722319984436035,47.540983606557376
yffO,138,15728.937199999998,6.842584800720215,44.927536231884055
yffP,197,22906.4542,5.371421241760253,42.13197969543147
yffQ,125,13819.1168,4.900169181823729,52.0
yffR,130,14553.676300000001,6.117091941833496,54.61538461538461
yffS,269,29750.579800000003,5.438661766052246,40.89219330855018
eutA,467,49566.515199999994,5.4021711349487305,51.82012847965739
eutH,408,42806.335900000005,5.522669792175292,63.23529411764706
eutG,395,41030.9399,5.984145545959472,50.37974683544304
eutJ,278,30081.7913,5.232790946960448,47.122302158273385
eutE,467,49020.977999999996,6.177398109436035,50.53533190578159
eutN,95,9956.3794,5.578713035583495,45.26315789473684
eutM,97,9865.443,6.0586046218872065,51.546391752577314
eutD,338,36066.3228,6.332284355163575,53.84615384615385
eutT,267,30171.205099999996,5.998810005187988,45.69288389513109
eutQ,233,25385.612800000003,4.857937812805175,45.493562231759654
eutP,159,17658.632,5.178623390197752,44.0251572327044
eutS,111,11649.4274,5.229778480529784,50.45045045045045
maeB,759,82416.4419,5.338397789001465,52.042160737812914
talA,316,35658.3625,5.888656044006347,46.835443037974684
tktB,667,73041.82930000001,5.862623786926269,46.92653673163419
ypfG,347,38745.9212,6.849007606506347,47.55043227665706
nudK,191,21748.4027,4.878513526916504,41.361256544502616
aegA,659,71843.2233,6.31915454864502,43.85432473444613
narQ,566,63664.0378,6.242365074157715,47.349823321554766
acrD,1037,113046.018,5.615999412536621,51.783992285438764
ypfM,19,2407.8517,6.014099693298339,47.368421052631575
yffB,118,13600.432999999999,6.090889167785644,45.76271186440678
dapE,375,41268.53569999999,5.30656795501709,48.8
ypfN,66,8071.315799999999,7.984941291809083,51.515151515151516
ypfH,232,24854.7552,4.78063678741455,50.0
tmcA,671,74891.60949999999,7.329524421691895,48.8822652757079
ypfJ,287,31459.8401,5.577917289733886,39.02439024390244
purC,237,26994.6927,5.0718797683715815,44.72573839662447
bamC,344,36841.992699999995,5.336863136291503,46.51162790697674
dapA,292,31269.6246,5.9813035964965815,47.6027397260274
gcvR,190,20750.3765,5.389837074279785,47.89473684210526
bcp,156,17633.7313,5.031751441955566,41.66666666666667
hyfA,205,22154.1544,6.053432273864746,43.41463414634146
hyfB,672,72582.17809999999,9.105659675598144,62.5
hyfC,315,34358.8478,8.403341102600102,60.952380952380956
hyfD,479,51753.9597,9.06962184906006,62.63048016701461
hyfE,216,23361.2372,9.324916648864747,63.888888888888886
hyfF,526,56766.4942,8.588107490539553,61.40684410646388
hyfG,555,63350.69120000001,5.851710700988768,47.387387387387385
hyfH,181,20159.187299999998,8.42409992218018,45.30386740331492
hyfI,252,28100.9812,8.187436485290526,48.01587301587302
hyfJ,137,15576.8106,4.89079074859619,52.55474452554745
hyfR,670,75304.3525,5.851199150085448,45.820895522388064
focB,282,30564.303399999997,8.941329765319825,59.21985815602837
yfgO,353,39193.954399999995,9.117457389831543,66.28895184135978
bepA,487,53907.292499999996,7.084434700012206,47.02258726899384
yfgD,119,13398.4346,5.894794654846191,47.05882352941176
hda,233,26614.337,5.31878833770752,48.927038626609445
uraA,429,45059.5717,8.28413906097412,61.771561771561764
upp,208,22532.997600000002,5.316798973083496,49.03846153846153
purM,345,36821.5557,4.827585792541503,46.3768115942029
purN,212,23237.9959,5.516246986389159,49.056603773584904
ppk,688,80430.4925,8.96015453338623,48.401162790697676
ppx,513,58135.289099999995,6.645524024963379,46.588693957115005
pdeF,747,85606.6582,8.898071479797363,55.957161981258366
yfgG,63,7429.4681,11.887986183166504,41.269841269841265
yfgH,172,17672.807699999998,8.676493644714355,40.69767441860465
yfgI,179,20230.1583,6.227018547058106,36.312849162011176
guaA,525,58678.53229999999,5.23898639678955,48.19047619047619
guaB,488,52021.8558,6.0157480239868155,44.05737704918033
xseA,456,51831.6034,9.992486763000489,42.76315789473684
yfgJ,71,7994.2302,6.5587877273559565,39.436619718309856
der,490,55035.215299999996,5.596105766296386,45.30612244897959
bamB,392,41886.6894,4.718170738220214,45.91836734693878
yfgM,206,22143.7155,5.066252708435058,47.57281553398058
hisS,424,46996.8174,5.649591255187987,45.75471698113208
ispG,372,40683.1339,5.870865440368651,44.89247311827957
rodZ,337,36191.2311,5.584794807434082,45.6973293768546
rlmN,384,43085.0684,6.56208438873291,44.27083333333333
ndk,143,15463.255599999999,5.540176200866698,46.85314685314685
pbpC,770,85065.89619999999,9.520255851745606,51.55844155844156
yfhM,1653,181583.1574,5.255299186706543,46.763460375075624
sseA,281,30811.4488,4.561693000793458,51.60142348754449
timP,41,4477.235,8.885306739807131,43.90243902439025
sseB,258,28642.1679,4.466032981872559,45.73643410852713
pepB,427,46179.622299999995,5.6016759872436515,46.13583138173302
iscX,66,7731.4791,4.0500284194946286,46.96969696969697
fdx,111,12330.7023,4.4914400100708,39.63963963963964
hscA,616,65651.6422,4.983438301086425,48.37662337662338
hscB,171,20137.4641,5.047836875915528,43.859649122807014
iscA,107,11555.9163,4.749943733215332,40.18691588785047
iscU,128,13848.4381,4.815024375915528,42.96875
iscS,404,45088.9943,5.942994117736816,44.801980198019805
iscR,162,17336.3605,6.823998451232909,39.50617283950617
trmJ,246,27047.6331,5.687161827087402,47.96747967479675
suhB,267,29171.770099999998,6.448179054260252,47.19101123595505
yfhR,284,31515.5019,5.967889595031737,51.40845070422535
csiE,426,49039.90579999999,7.672149848937989,47.417840375586856
hcaT,379,41592.2265,9.883535194396973,63.3245382585752
hcaR,296,32837.879,6.007108497619628,53.37837837837838
iroK,21,2329.7598,8.496433448791507,61.904761904761905
hcaE,453,51108.6025,5.269793128967284,43.4878587196468
hcaF,172,20578.988999999998,6.218379020690917,42.44186046511628
hcaC,106,11328.6531,4.261924171447753,50.0
hcaB,270,28499.269,5.861373329162597,50.0
hcaD,400,43977.6943,5.657548713684082,47.5
yphA,140,15211.213,9.297968864440918,68.57142857142857
yphB,290,32716.062299999998,4.8420228958129865,46.206896551724135
yphC,353,38050.3739,6.265839576721191,46.742209631728045
yphD,332,34482.9277,10.268475914001463,60.54216867469879
yphE,503,55015.7361,5.524488639831542,46.91848906560636
yphF,327,35057.7238,6.048998832702637,45.56574923547401
yphG,1093,123830.6157,5.67033748626709,48.85635864592864
yphH,397,44520.2595,6.094981575012206,44.584382871536526
glyA,417,45316.0548,6.028479957580566,47.961630695443645
hmp,396,43867.117099999996,5.483962440490722,47.97979797979798
glnB,112,12425.2997,5.170211219787595,46.42857142857143
glrR,444,49147.8062,5.999719429016112,48.1981981981982
qseG,237,27347.566099999996,6.09327640533447,42.616033755274266
glrK,475,53311.7673,7.789666557312011,47.578947368421055
purL,1295,141401.0628,5.228641700744627,46.64092664092664
mltF,518,58283.3705,5.332372856140137,48.26254826254826
tadA,167,18699.3026,7.28365535736084,46.706586826347305
pgpC,211,24421.047,9.151045417785646,51.65876777251185
yfhH,282,30707.150200000004,8.941329765319825,48.93617021276596
yfhL,86,9791.224,4.861746025085449,40.69767441860465
shoB,26,3102.9687999999996,9.782061958312983,69.23076923076923
acpS,126,14052.1201,9.296292686462401,50.79365079365079
pdxJ,243,26384.005999999998,5.609860801696779,48.148148148148145
recO,242,27390.2886,9.770393180847165,45.867768595041326
era,301,33809.6636,6.729816246032715,46.179401993355484
rnc,226,25549.7281,6.404128837585449,41.5929203539823
lepB,324,35959.908500000005,6.849007606506347,49.382716049382715
lepA,599,66569.49560000001,5.401261711120605,45.57595993322204
rseC,159,16639.222,6.5454305648803714,52.20125786163522
rseB,318,35749.306800000006,8.60274181365967,46.855345911949684
rseA,216,24321.111,5.1114397048950195,43.98148148148148
rpoE,191,21695.4708,5.381595420837402,48.167539267015705
rseD,51,6229.3748,10.126065254211426,43.13725490196079
nadB,540,60336.71519999999,5.889849662780762,45.74074074074074
yfiC,245,27269.6081,4.9299528121948235,46.93877551020408
srmB,444,49913.5205,9.273341941833493,42.567567567567565
yfiE,293,33242.92079999999,6.344618415832519,43.68600682593857
eamB,195,21215.9706,9.722041893005368,62.05128205128205
grcA,127,14284.008100000001,5.087283134460448,44.881889763779526
ung,229,25692.895299999996,6.667350196838379,47.59825327510917
yfiF,345,37783.937,8.935914421081545,38.84057971014493
trxC,139,15554.6049,5.003616142272949,44.60431654676259
tapT,232,25994.7223,8.213932991027832,49.137931034482754
patZ,886,97986.3142,5.983122444152832,49.43566591422122
pssL,13,1603.8851,5.426100349426269,38.46153846153847
pssA,451,52801.1363,9.059693717956542,47.006651884700666
yfiM,107,11787.1436,6.439482688903809,43.925233644859816
kgtP,432,47051.9662,9.477126502990725,56.481481481481474
yfiS,20,2161.6045,8.189435005187988,65.0
clpB,857,95583.8778,5.367385673522949,44.224037339556595
clpB,857,95583.8778,5.367385673522949,44.224037339556595
yfiH,243,26338.6378,6.215764427185058,47.73662551440329
rluD,326,37121.1911,6.313754844665529,47.239263803680984
bamD,245,27829.0717,6.158300209045408,49.795918367346935
raiA,113,12784.436399999999,6.203828239440917,42.47787610619469
pheL,15,1924.3093,8.521060371398928,80.0
pheA,386,43110.835999999996,6.210933113098144,46.89119170984456
tyrA,373,42042.020000000004,5.681648445129395,50.93833780160858
aroF,356,38803.5416,5.423087882995604,44.9438202247191
yfiL,121,13203.5514,4.821106147766113,41.32231404958678
yfiR,172,18977.887199999997,7.686814308166505,51.162790697674424
dgcN,408,45988.9301,6.98303394317627,46.07843137254902
yfiB,160,17244.3575,8.710081672668458,44.375
rplS,115,13133.0697,10.619183921813963,40.869565217391305
trmD,255,28422.028699999995,5.5023214340209945,45.490196078431374
rimM,182,20605.1944,4.607732582092285,44.505494505494504
rpsP,82,9190.4378,10.542659950256347,46.34146341463415
ffh,453,49786.7863,9.517548179626463,46.13686534216336
ypjD,263,29261.7667,9.194432640075682,62.737642585551335
yfjD,428,48025.6157,5.720412635803222,50.23364485981309
grpE,197,21797.5889,4.681339073181152,46.7005076142132
nadK,292,32565.9952,6.300284004211425,45.54794520547945
recN,553,61395.747500000005,5.3569841384887695,42.857142857142854
bamE,113,12301.8999,8.709501457214355,45.13274336283185
yfjF,96,10757.1527,8.968793296813967,44.79166666666667
ratA,158,17726.4703,8.59797115325928,50.63291139240506
smpB,160,18268.881899999997,9.895719718933105,42.5
intA,413,46651.1999,9.609157752990722,46.48910411622276
yfjH,318,37139.0561,7.044817924499512,42.138364779874216
alpA,70,8132.5184,10.209616279602049,50.0
yfjI,469,54025.9813,8.819806861877442,46.695095948827294
yfjJ,208,24560.3813,9.31505298614502,38.94230769230769
abpB,729,83060.8097,5.9932966232299805,45.8161865569273
abpA,538,62005.75980000001,5.581327629089355,42.00743494423792
yfjM,87,9967.1673,6.399979591369629,40.229885057471265
rnlA,357,40060.6538,6.373492622375489,48.739495798319325
rnlB,123,13646.4981,4.5054224014282225,47.96747967479675
yfjP,287,32093.769,7.0523775100708,49.825783972125436
yfjQ,273,31254.257599999997,9.503171730041505,41.02564102564102
yfjR,233,26605.671199999997,8.894525718688964,50.21459227467812
ypjK,78,7671.2779,10.171450996398924,66.66666666666666
yfjS,147,16734.718999999997,4.885732078552246,42.17687074829932
yfjT,155,17098.963300000003,6.253846549987793,43.225806451612904
yfjU,104,11823.4259,6.014440727233886,43.269230769230774
yfjW,567,64195.55729999999,8.730647087097168,52.38095238095239
lfgA,152,17303.1655,4.529920005798339,46.71052631578947
lfgB,160,17963.5343,8.154751014709475,48.75
ypjJ,66,7860.9837,10.124002265930173,42.42424242424242
yfjZ,105,11737.1431,6.018533134460449,42.857142857142854
ypjF,109,12308.053800000002,6.820758628845215,48.62385321100918
ypjA,1526,157497.6722,5.177372932434081,35.84534731323722
ypjB,263,29786.7025,4.644962120056152,39.163498098859314
ypjC,160,18024.299,6.442949867248534,38.75
glaH,325,37359.956300000005,5.767532157897949,47.69230769230769
lhgD,422,46081.3996,8.663986778259279,46.91943127962085
gabD,482,51719.447499999995,5.4385480880737305,48.7551867219917
gabT,426,45774.1064,5.7780473709106435,49.29577464788733
gabP,466,51079.4886,9.544882774353027,62.01716738197425
glaR,220,24990.57,6.170179557800293,49.09090909090909
kbp,149,16062.9116,5.707510185241699,42.281879194630875
yqaE,52,5865.1136,9.98436374664307,67.3076923076923
ygaV,99,10596.1673,8.73806095123291,47.474747474747474
ygaP,174,18638.5057,6.409471702575684,53.44827586206896
stpA,134,15347.3356,7.949677085876465,40.298507462686565
alaE,149,16948.8955,9.403890419006348,61.74496644295302
ygaC,114,13065.6024,7.897973442077638,45.614035087719294
ygaM,109,11847.1682,8.765975761413575,41.284403669724774
nrdH,81,9139.371,7.878890800476074,49.382716049382715
nrdI,136,15340.187299999998,9.3499303817749,44.85294117647059
nrdE,714,80460.0153,6.099187660217283,46.07843137254902
nrdF,319,36442.7927,4.666163063049316,49.52978056426332
proV,400,44162.2825,5.383641624450684,47.25
proW,354,37619.2387,9.34870548248291,60.451977401129945
proX,330,36022.1015,5.902752113342285,47.27272727272727
ygaZ,245,26107.3795,8.676880455017091,59.183673469387756
ygaH,111,12023.4008,10.020079231262208,62.16216216216216
mprA,176,20563.2388,5.818118858337402,37.5
emrA,390,42735.5196,9.33310413360596,48.205128205128204
emrB,512,55623.7432,8.138182640075684,57.03125
luxS,171,19415.9916,5.180840110778808,45.614035087719294
gshA,518,58250.5765,5.273260307312011,45.94594594594595
yqaA,142,15557.4506,10.03161907196045,59.859154929577464
yqaB,188,20779.579400000002,5.510676765441893,52.659574468085104
csrA,61,6855.8107,8.161778068542482,40.98360655737705
alaS,876,96031.257,5.533298683166502,43.49315068493151
recX,166,19423.8456,8.787959480285647,43.373493975903614
recA,353,37972.9341,5.093421745300293,44.47592067988669
pncC,165,17581.5166,5.061194038391112,44.84848484848485
mltB,361,40255.2532,9.06807460784912,48.476454293628805
srlA,187,20580.0914,8.720009803771973,54.54545454545454
srlE,319,33331.6273,6.515987968444825,53.60501567398119
srlB,123,13303.8888,4.956837654113768,47.15447154471545
srlD,259,27857.5543,5.922304725646971,48.26254826254826
gutM,119,12953.093700000001,10.495469093322754,52.10084033613446
srlR,257,28235.822,5.21716022491455,43.190661478599225
gutQ,321,34031.0703,5.919462776184082,49.22118380062305
norR,504,55235.6933,5.629413414001465,49.404761904761905
norV,479,54233.576,5.016745948791503,44.46764091858037
norW,377,41403.1115,6.026149559020996,46.94960212201592
hypF,750,82065.10259999998,5.973118782043457,50.13333333333333
hydN,175,19025.999200000002,8.284074592590333,41.714285714285715
ascG,336,36812.7714,6.161483192443847,47.61904761904761
ascF,485,51025.378899999996,8.937526130676272,60.824742268041234
ascB,474,53934.299199999994,5.515451240539549,46.41350210970464
hycI,156,17024.278,4.058270072937011,51.28205128205128
hycH,136,15464.4971,5.14389476776123,50.0
hycG,255,27998.846299999997,6.08969554901123,49.01960784313725
hycF,180,20309.166400000002,6.864695167541504,41.11111111111111
hycE,569,64979.628699999994,6.146818733215332,46.748681898066785
hycD,307,33028.953,6.736523246765137,61.88925081433225
hycC,608,64076.39779999999,9.221960639953611,62.17105263157895
hycB,203,21840.9956,6.6253461837768555,44.827586206896555
hycA,153,17626.7735,5.764008140563964,44.44444444444444
hypA,116,13168.059299999999,5.349481391906737,38.793103448275865
hypB,290,31564.7143,5.42450885772705,44.827586206896555
hypC,90,9731.901100000001,4.16927661895752,44.44444444444444
hypD,373,41362.933300000004,5.803681755065917,48.257372654155496
hypE,336,35059.994199999994,5.0378332138061515,51.19047619047619
fhlA,692,78467.024,5.434739875793456,46.09826589595375
ygbA,117,13940.3206,9.5344388961792,45.2991452991453
mutS,853,95245.7828,5.393872642517089,47.94841735052755
pphB,218,25097.9295,5.142985343933105,46.330275229357795
ygbI,255,27416.328299999997,6.340412330627441,47.45098039215686
ygbJ,302,30750.911900000003,5.087453651428221,53.31125827814569
ygbK,388,41338.6114,5.925658226013183,48.45360824742268
ygbL,212,23222.2055,5.598095130920409,47.64150943396226
ygbM,258,29216.614,5.085009574890136,52.32558139534884
ygbN,454,46769.0496,9.158072471618652,62.99559471365639
rpoS,330,37971.3821,4.887550926208497,42.12121212121212
nlpD,379,40148.5086,9.518128395080566,43.007915567282325
pcm,208,23257.4864,6.527924156188964,48.55769230769231
umpG,253,26900.1146,5.405581474304199,46.6403162055336
truD,349,39090.998700000004,6.152957344055174,46.41833810888252
ispF,159,16897.3394,6.043655967712403,49.056603773584904
ispD,236,25736.9594,6.160744285583495,47.03389830508475
ftsB,103,11621.9317,6.567768287658691,43.689320388349515
ygbE,107,12017.1205,4.915288352966308,62.616822429906534
cysC,201,22321.0375,5.916450309753418,43.28358208955223
cysN,475,52557.816,4.979232215881347,45.68421052631579
cysD,302,35187.9047,7.796500205993652,45.033112582781456
iap,345,37919.7501,9.168322944641115,44.63768115942029
cas2,94,10518.1371,5.022486686706543,54.25531914893617
cas1,305,33194.0568,8.818066215515138,52.459016393442624
casE,199,22292.7247,9.591042137145994,48.24120603015075
casD,224,25208.512300000002,7.004519081115721,44.642857142857146
casC,363,40025.025799999996,5.937935447692872,45.73002754820937
casB,160,18701.3004,9.67820339202881,45.625
casA,502,55900.5312,8.547234535217285,46.21513944223107
cas3,888,100543.88399999999,5.404217338562011,46.734234234234236
cysH,244,27975.4669,5.508801078796386,46.31147540983606
cysI,570,63997.363699999994,7.2924654006958,43.859649122807014
cysJ,599,66268.9886,4.919721794128416,49.08180300500835
queD,121,13772.7256,6.036607933044433,47.93388429752066
ygcN,423,46392.6527,5.972834587097168,48.226950354609926
ygcO,86,9661.9126,6.534346961975097,45.348837209302324
ygcP,191,20786.1617,7.608035469055176,50.26178010471204
ygcQ,286,30307.270500000002,5.026124382019043,51.048951048951054
ygcR,259,28720.059400000002,6.452839851379394,50.57915057915058
ygcS,445,48233.5268,9.465973472595216,59.10112359550562
ygcU,484,53736.7674,5.956294441223145,44.421487603305785
ygcW,261,28041.745600000002,5.227107048034666,49.42528735632184
yqcE,425,46830.182400000005,9.05621242523193,58.11764705882353
ygcE,492,54176.3318,5.167085075378416,48.983739837398375
queE,223,25029.3715,5.709897422790529,42.600896860986545
yqcG,46,5383.089599999999,5.004696083068848,47.82608695652174
ygcG,290,32205.2264,6.944610786437988,45.86206896551724
eno,432,45654.4073,5.324017524719238,45.601851851851855
pyrG,545,60373.4411,5.633278465270995,46.055045871559635
mazG,263,30411.951699999998,4.668948173522949,44.48669201520912
mazF,111,12097.9117,8.48785915374756,47.74774774774775
mazE,82,9355.6188,4.717374992370605,48.78048780487805
relA,744,83874.6244,6.292553901672363,44.89247311827957
rlmD,433,48051.67599999999,8.743992042541507,46.4203233256351
barA,918,102452.03,5.406888771057129,46.73202614379085
gudD,446,49140.4462,5.68642292022705,46.18834080717489
gudX,446,48849.0043,5.6996664047241214,48.20627802690583
gudP,450,49141.49909999999,9.445279121398926,58.22222222222222
yqcA,149,16273.984499999999,4.0500284194946286,46.97986577181208
truC,260,29665.356900000002,6.566460990905762,43.84615384615385
yqcC,109,12786.388599999998,4.869021415710448,53.21100917431193
syd,181,20676.1704,4.900623893737793,44.751381215469614
queF,282,32587.1049,5.725926017761232,40.0709219858156
ppnN,454,50953.282999999996,6.053261756896972,49.77973568281938
sdaC,429,46905.789,9.208615684509276,60.83916083916085
sdaB,455,48752.4229,5.509483146667479,48.13186813186813
ygdG,251,28133.7565,6.209682655334471,46.21513944223107
fucO,382,40512.904,5.095354270935058,51.30890052356021
fucA,215,23775.046299999998,6.115386772155761,48.372093023255815
fucP,438,47544.3402,8.953063011169434,58.675799086758
fucI,591,64975.9801,5.5857042312622065,45.346869712351946
fucK,472,52258.0801,5.383073234558106,47.88135593220339
fucU,140,15472.939699999999,5.57052822113037,56.42857142857143
fucR,243,27361.8471,7.751838111877441,41.56378600823045
rlmM,366,41904.728,7.037940406799316,48.63387978142077
ygdD,131,14332.982699999999,10.28098278045654,61.06870229007634
gcvA,305,34401.1042,9.062852668762208,49.50819672131148
ygdI,75,8174.133,5.599459266662596,36.0
csdA,401,43233.660899999995,5.298042106628418,51.87032418952619
csdE,147,15940.076899999998,6.1138521194457995,48.29931972789115
tcdA,268,28561.6934,8.808524894714356,48.134328358208954
mltA,365,40410.1213,9.04138469696045,46.57534246575342
amiC,417,45633.887299999995,9.589108085632322,47.482014388489205
argA,443,49162.540799999995,6.09356060028076,43.566591422121896
recD,608,66901.6379,6.544805335998535,46.381578947368425
recB,1180,133957.42049999998,5.143724250793456,47.20338983050848
ptrA,962,107707.1788,5.781571388244628,48.64864864864865
recC,1122,128846.13339999999,4.87521686553955,49.01960784313725
ppdC,107,12003.801800000001,11.214807319641114,44.85981308411215
ygdB,135,14941.116499999998,6.7376600265502935,47.40740740740741
ppdB,187,20519.2712,5.41257266998291,45.45454545454545
ppdA,156,17865.201699999998,7.72017879486084,46.794871794871796
thyA,264,30479.3304,5.619580268859862,45.45454545454545
lgt,291,33107.5293,9.51503391265869,59.79381443298969
ptsP,748,83714.6544,5.57939510345459,50.26737967914438
rppH,176,20762.531799999997,10.046833610534666,44.31818181818182
ygdT,48,5230.8947,4.290286827087402,47.91666666666667
mutH,229,25527.1337,6.460740470886231,48.03493449781659
ygdQ,237,26157.0645,6.51559009552002,61.18143459915611
ygdR,72,7876.8224,4.569252586364747,43.05555555555556
tas,346,38499.0591,6.265725898742676,46.82080924855491
lplT,397,41655.1076,9.467649650573733,61.712846347607055
aas,719,80699.0443,9.31234531402588,50.48678720445062
galR,343,37093.62989999999,5.834261131286621,48.10495626822158
lysA,420,46176.7066,5.629356575012206,46.42857142857143
lysR,311,34364.223699999995,6.87128849029541,50.160771704180064
ygeA,230,25247.687299999998,5.0896703720092775,46.52173913043478
araE,472,51683.8767,9.429419898986819,56.567796610169495
kduD,253,27069.7122,5.237565422058105,49.40711462450593
kduI,278,31043.951600000004,5.708817481994629,44.60431654676259
yqeF,393,41018.263199999994,5.589910316467285,48.091603053435115
yqeG,409,45098.7181,9.236981773376463,60.880195599022
yqeH,210,24286.5965,6.939211082458496,44.761904761904766
yqeI,269,30849.8734,8.864225578308105,45.72490706319702
yqeJ,160,18687.2263,9.004250907897951,45.625
yqeL,26,3202.6953999999996,4.30074520111084,57.692307692307686
yqeK,141,16271.3783,9.030038261413573,39.00709219858156
ygeG,163,19093.039800000002,4.729595375061035,44.785276073619634
ygeH,458,52752.2101,6.184105110168456,44.97816593886463
ygeI,72,8054.7419,4.0500284194946286,44.44444444444444
insD4,301,34365.6654,9.212354850769042,42.19269102990033
insC4,121,13451.4657,9.518515205383299,47.107438016528924
ygeQ,264,29512.1933,5.402000617980956,45.07575757575758
actS,251,26546.2009,10.112011146545406,42.23107569721115
xdhA,752,81319.9047,5.892805290222167,48.67021276595745
xdhB,292,31556.435199999996,6.587889289855957,47.26027397260274
xdhC,159,16921.5718,6.794044303894043,41.509433962264154
ygeV,592,66095.1937,6.089240837097167,44.932432432432435
ygeW,396,44186.9579,5.494136619567871,45.707070707070706
ygeX,398,43327.085100000004,5.547281074523925,47.73869346733669
ygeY,403,44803.4409,4.866179466247559,45.16129032258064
hyuA,461,51024.5679,6.184844017028809,45.98698481561822
yqeA,310,33070.580299999994,5.528694725036621,47.41935483870968
yqeB,541,57681.18759999999,6.331886482238769,49.53789279112754
yqeC,256,28071.0844,6.844972038269043,48.4375
mocA,192,21513.615299999998,5.750139427185059,47.91666666666667
ygfK,1032,115580.2675,5.5968446731567365,45.348837209302324
ssnA,442,48840.9952,5.833294868469238,47.511312217194565
